Insult,Date,Comment
0,,"""Hughes real dummy. Just proves need brain manager, hence success years."""
0,,"""desperate sad women"""
0,20120528042103Z,"""And need practically even worst secrets get though?"""
0,20120529014711Z,"""How much entitlement take up?"""
0,20120528231014Z,"""I'll take word it.\n\nJust dumbfounded curiosity one time, I took figures ""existing nuclear weapons"" divided time.\n\nI found that, time, enough nuclear weapons Earth detonate one second thirteen hours ... (I longer remember exact amount time.)\n\nWe enough nuclear weapons detonate one every second every minute thirteen hours.\n\nIt I became clear ""insanity"" was."""
0,20120611191926Z,"""AlisterDog\nWhat great show! Between fringe several shows best TV season evah! And btw all, yes ALL, available hulu even tho I worked last night missed them, I finished watching every episode every show I missed! Fuck, I love 21st century!"""
0,20120610142216Z,"""you sound like need hug :)"""
1,20120618201950Z,"""Hey, Buttfuckle, wife hip deep lime light destroying Republicans, still time vacuum rug wipe bottom you?\n\nWhat color nanny be?"""
1,20120529011059Z,"""Last year, saying ARE bankrupt, Understand grammar?"""
1,20120612023151Z,"""Shut up, stupid. You said NONE Of do.\n\nThen said ones do, troll Westerners.\n\nNow changing story again. You're truly imbecile."""
0,20120515211825Z,"""Don't pick prophet went muslim recently."""
0,20120612034146Z,"""Why not? \xa0They used flame throwers Aliens?"""
0,20120529160139Z,"""I fuck wife playing fallout 3 fap Gran Turismo 5"""
0,20120528171412Z,"""WHAT SIZE ARE YOU?"""
0,20120515214423Z,"""You know history..."""
0,20120612013811Z,"""Better 500 though."""
1,20120502225548Z,"""You're stuff nightmares, moron"""
0,,"""@Kick Ass @Maybe Because men women different ideological persuasions, along judicial philosophies, shaped Establishment Clause jurisprudence centuries. Expecting consistency like expecting sun rise west."""
1,20120610152720Z,"""I FUCKED YOUR WHITE MOM GGG. YOU KNOW THAT STANDS FOR GERMAN GOO GIRLS RIGHT? SOME RAUNCHY ASS PORNOI, I ACTUALLY THINK I SAW YOU ON IT GETTING YOUR BLACK ASS PISSED ON"""
0,,"""Next Pete Hoekstra's ad star Michelle Malkin."""
0,20120530044901Z,"""Brewers > Dodgers\n\nBraun > Kemp\n\nEnd thread.\n\n:)"""
0,20120620175803Z,"""They covering CBS six months. \xa0They can't look ignored story. \xa0CNN's ratings already bad enough."""
0,20120620164738Z,"""He'll dressage \nHe really one us.\nWho like dressage?"""
0,20120611184543Z,"""Really?\xa0 Seriously?\xa0 People thowin' trash road ain't right?\xa0 Ya think?\xa0 So noble knights going something somethin' ain't right?\xa0 Can ya think of, oh, ANYTHING ELSE ain't right?\xa0\xa0 Mental AND moral giants.\n\nFellas:\xa0 hang around little groups talk crazy, missing normal feedback.\xa0 Then climb rock, forget see sense\xa0God gave goat.\xa0 Please go back underground stay everyone's sake."""
0,,"""1) This sham begin with, law existence keeps homosexual people spending lives together anyway see fit -- manufactured ""injustice"" attempt force people call ""normal"".\\n2) To answer question directly, blur lines make one group people feel better ( pretend men ""marrying"" men women ""marrying"" women normal ), next group waiting chance blur lines further?\\n\\nThe question really becomes, lines all?\\xc2\\xa0 What marriage all?\\n""That man leaves father mother united wife, become one flesh.""\\xc2\\xa0 Genesis 2:24\\nWhether regard Bible moral authority, show concept marriage man woman far back least 6000 years -- I think makes fairly well established.\\n\\nThere lot people world desire evil -- people want live lives pursuing ""feeling good"" -- people use drugs, child molestation, rape -- anything makes feel good moment.\\xc2\\xa0 How different homosexuality?\\xc2\\xa0 This something clearly design, yet makes feel good -- what\\'s right makes feel good?\\nIn pursuit makes feel good rather right, long enough, say guilty feeling people need force change all, it\\'s totally normal ( rationalization ).\\n\\nYou may believe ultimate authority, happens helped convert whole world way thinking -- reduced shred morality lowest common denominator?\\xc2\\xa0 When us free pursue whatever lust happens pop hearts wake morning?\\xc2\\xa0 It\\'s already happening really -- schools pushing harder harder younger younger kids ""instructed"" every last detail pornographic forms sex -- desensitizing nation.\\xc2\\xa0 Why?"""
0,20120620164752Z,"""I know lot complaining Mr. Barroso. Of course unelected, Communist Commissar God's sake. They appointed elected people, that's how\xa0the true democracy workers works. \xa0Just work hard, pay taxes, give him, HMRC Lib Dems,\xa0to spend sees fit. Don't worry, Communist Commissars make mistakes, WILL spend hard earned cash carefully. Don't know lucky him. And another thing, also thankful Commissar, Comrade Rumpy Pumpy, please don't\xa0describe cross ET lettuce leaf, otherwise Gulag Correction Centre you."""
0,,"""Shows difficult come out\\nA lot gay people hate treat one another - sux.\\n\\nI think ""revolt_today"" hates himself."""
1,20120529211805Z,"""is hat white point? hide face! And need learn you, mind gone; sick"""
0,,"""@SWGADAWG @JenniferLesley @JasonHairyDawg @hamm5 @DisneyDawg He impressed QB skills running wing T offense. He impressed everyone camps since ever started game. He touch twitter obviously personally many UGA recruits. I think definitely dawg I can't blame feeling blessed receive scholarship offer reigning national champs junior high school. I huge UGA fan, even I would pretty proud that. """
0,20120612115729Z,"""My 1st girlfriend highschool Greek...\nshe hair breasts...\nfreaked out...\nhave never since.\n\nSpeaking Greeks freaked out...\nwhy Wall Street freaked Greece...\na country covered goat turds\nand men parading beach schlongs a'swinging.\n\nThe bottom line...\nTeachers are\xa0always getting fucked political promises...\nand result total disrespect...\nthey lashing types unusual behavior.\n\nIf hear politician 2012 throw around bullshit he's going make life better Teachers...\ndo Teachers favor... DON'T vote them."""
1,20120611204103Z,"""you can't import yourself.\xa0 stupid."""
0,20120515133017Z,"""...gorgeous! Get high horse Sun, look around office (including page 3 girls!!!) find many people without cellulite"""
0,,"""@Flying Squid @publishermike We hope. It depends pull money together, course."""
0,,"""i like reacting trolls god @absolutejoke boring"""
1,,"""haha iphone? man fucking poor"""
0,20120619220527Z,"""\u201cWith respect notion I suspend deportations executive order \u2014 that\u2019s case. Because laws books, Congress passed \u2014 I know everybody Bell studying hard know we\u2019ve got three branches government. Congress passes laws. The Executive branch\u2019s job enforce implement laws, Judiciary interpret laws. There enough laws books Congress clear terms enforce immigration system, simply executive order ignore congressional mandates would conform appropriate role president.\u201d-Barack Obama 2011"""
0,20120611235210Z,"""Sigh. Just take fucking money, I guess."""
0,20120528221156Z,"""More people picking rangers angels tigers."""
0,,"""Democrats retiring year en-mass !\\xc2\\xa0\\xc2\\xa0 28 said seeking re-election expected drop later year !\\xc2\\xa0\\xc2\\xa0 Must suck democrat year !"""
0,,"""Warning L\\n\\nWeather clock working right now."""
0,20120611195946Z,"""I WAS SO DELUSIONAL REGARDING CNN.\xa0 I USED TO BRAG ABOUT HOW THEY ARE FAIR AND ONLY DEAL WITH TRUTH IN REAL ISSUES AND POLITICS.\xa0 BUT THAT JUST GOES TO SHOW YOU THAT THERE IS VERY VERY LITTLE INTEGRITY LEFT ANYWHERE IN THE COUNTRY.\xa0 CNN IS JUST AS BIASED AS FOX NEWS IS.\xa0\xa0\xa0 CNN LIKES GAYS/LESBIANS/PEDOPHILES AND PORNAGRAPHY, WHY DO THAT LIKE IT BECAUSE THE ENTIRE STAFF, INCLUDING THE PRESIDENT OF CNN ENGAGE IN THESE TYPE LIFESTYLES-THAT IS WHY!"""
0,20120619055516Z,"""I time mental cases\xa0 \n\nFour2go has\xa0 rejection problem"""
0,,"""So sad. 74 lives wasted, what?! What point violence?!"""
0,20120620133326Z,"""You wasting breath, BC. Argie likely paid shill AIPAC. Israel entire propaganda program called Megaphone, etc."""
1,20120619143902Z,"""I SEE YOU ARE DETALINGING WHAT HAPPENED IN YOUR FAMILY, YOU FORGET THE PART WHERE YOUR FATHER ATE THE EBST PART OF YOU OFF YOUR MOTHERS AZZ_CRACK"""
0,20120610043800Z,"""i know movie sometimes annoying see bitches fawking shit up"""
0,20120529223958Z,"""You think Russians Jews, Israelis this?"""
0,,"""@Flying Squid So, turn local police departments para military units handful cops M-16s went baddys mini-14s result handful killed. When last time happened? Next time get pulled guy dressed SWAT gear I bet think twice. It's happened, wrong."""
1,20120619054220Z,"""DG--You're really asshole...I hope children."""
0,20120620043815Z,"""No one ever censored...EVER!"""
0,,"""@n.akuatuta ill take anything over, ""i gota better job"", inserta a"""
1,20120620025935Z,"""Otherwise quit acting like internet tough guy lives moms basement."""
0,20120528071259Z,"""From: Rogers v. Bellei, 401 U. S. 815, 831-3 (1971)(a case involving statutory citizenship forfeiture, discussing dual citizenship/dual allegiance):\n\n""The Congress appropriate concern problems attendant dual nationality. Savornan v. United States, 338 U. S. 491, 338 U. S. 500 (1950); N. Bar-Yaacov, Dual Nationality xi 4 (1961). These problems particularly acute father child's alien parent father chooses family reside country nationality. The child reared, best, atmosphere divided loyalty. We cannot say concern child's primary allegiance country birth father's allegiance either misplaced arbitrary.\n\nThe duality also creates problems governments involved. MR. JUSTICE BRENNAN recognized when, concurring Kennedy v. Mendoza-Martinez, 372 U. S. 144, 372 U. S. 187 (1963), case concerning native-born citizens, observed: ""We recognized entanglements may stem dual allegiance. . . ."" In famous case, MR. JUSTICE DOUGLAS wrote problem dual citizenship. Kawakita v. United States, 343 U. S. 717, 343 U. S. 723-736 (1952). He noted ""[o]ne dual nationality subject claims nations, claims times may competing conflicting,"" id. 343 U. S. 733; one dual nationality cannot turn status ""into fair-weather citizenship,"" id. 343 U. S. 736; ""[c]ircumstances may compel one dual nationality acts otherwise would compatible obligations American citizenship,"" ibid.\n .... [CONTINUING]"""
0,20120612002045Z,"""Hmm. I wonder justice department sent observers election. \n\nbtw - Who Charles Mahtesian?"""
0,20120610191029Z,"""it say something 2 coward ass cops...you cant arrest 1 man fucking pussies"""
1,20120320143451Z,"""Referred ""them"" f ing coons. I'd say that's pretty racist little slut."""
0,20120515194625Z,"""Is say one family members dies?"""
0,,"""I agree parents harming kids sugar processed food factory-farmed animal products feed them. HOWEVER, USDA long history CAUSING THOSE PROBLEMS, ending them. I think practice foul untrustworthy, like government/police-state practices country adopting. And yet yes, parents need wake step game want kids outlive them.....since first generation expected to. And large part due diet lifestyle, two things parents 100% control over. So I see parents get uproar right feed kids GARBAGE, lunch technically NOT healthy,\\xc2\\xa0 really sad I feel sorry kids. Not trying ass here, nobody likes truth...."""
0,20120612073207Z,"""Moby Dick = Not great movie name today's society. \nAlso fuck want make movie giant whale?"""
0,20120609221423Z,"""You little caught artificial bs world . . ."""
1,20120320145919Z,"""aww, poor little cowardly redneck\n\nstrong intelligent black woman scares you\n\nit must sad live life right wing redneck cowardly pansy"""
0,,"""Yes, Rush correct!\\xc2\\xa0The mainstream media Obama's watchdog, pure simple. By way,iIn case know it, \\xc2\\xa0David Brock former disgruntled conservative, acting becasue felt conservatives rejected due gay lifestyle! That exactly vengefully attacking Fox News conservatives!\\n\\n\\xe2\\x80\\x9cMedia Matters arm Democratic Party; nothing more, nothing less!\\xc2\\xa0"""
0,20120619210256Z,"""You way left field try reason you. Your wages pensions cut nothing say it."""
0,,"""@David@Hobbes83 -- I think confusing OWS, seditious bastards want completely abolish Constitution. I want government return it, destroy it.\\\\n\\\\n \\\\n\\\\n \\\\n\\\\n"""
1,20120610155224Z,"""Another loser comment.\xa0 I'm honored everyone gets see as%hole really are.\xa0 But I'm sure co - workers McDonald's already knew that."""
1,20120528192109Z,"""You azz Mejon!!!"""
0,,"""Is another 90% thing, Senator Kyle?"""
0,,"""Davis working McCain: ""If thought ""Celebrity"" ad racist, seen ad I wanted make!""\\n\\n \\n\\nReminds scene Spinal Tap record company execs shoot band\\'s proposed cover Smell The Glove, band\\'s manager tells exec, ""Well, seen cover wanted do. It wasn\\'t glove, I assure you!"""""
0,,"""Okay...here comes question could really blow thing up:\\xc2\\xa0 Given WH never manifested anything suggested drug problem met Bobby Brown, manifest thereafter, degree could BB find culpable,\\xc2\\xa0in criminal civil court,\\xc2\\xa0in death WH toxicology tests determine drugs contributed ton death?"""
